id,name,icon,day_times_limit,unlock_conditions.conditions.type,unlock_conditions.conditions.arg,unlock_conditions.conditions.arg,unlock_conditions.conditions.type,unlock_conditions.conditions.arg,unlock_conditions.conditions.arg,challenge_conditions.conditions.type,challenge_conditions.conditions.arg,challenge_conditions.conditions.arg,challenge_conditions.conditions.type,challenge_conditions.conditions.arg,challenge_conditions.conditions.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,win_events.events.type,win_events.events.arg,win_events.events.arg,win_events.events.type,win_events.events.arg,win_events.events.arg,win_events.events.type,win_events.events.arg,win_events.events.arg,first_great_events.events.type,first_great_events.events.arg,first_great_events.events.arg,first_great_events.events.type,first_great_events.events.arg,first_great_events.events.arg,battle_pttid,battle_drop_pttid,show_win_conditions,plot_pttid,huanzhuang_pttid,desc,sweep_conditions.conditions.type,sweep_conditions.conditions.arg
10233,第二十三关,,99,PASS_ADVENTURE,10232,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,230,1,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10187,10210,1,,,使用合理的阵型排布对场上的敌人进行快速打击，否则皇宫谋士将会造成高额的伤害！,VIP_LEVEL_GE,7
10234,第二十四关,,3,PASS_ADVENTURE,10233,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10188,11210,1,,,拓跋浚拥有强大的群体输出能力！,VIP_LEVEL_GE,7
10235,第二十五关,,,PASS_ADVENTURE,10234,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500950,,,,
10236,第二十六关,,99,PASS_ADVENTURE,10235,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,105,1,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10189,10210,1,,,使用强力的单体攻击对皇宫盾卫保护的主公（主公会以不同的身份出现在战斗中，尝试找出他们）进行集火打击，主公重伤后，皇宫盾卫将会失去原有的超高防御！\n使用合理的阵型排布对场上的敌人进行快速打击，否则皇宫谋士将会造成高额的伤害！,VIP_LEVEL_GE,7
10237,第二十七关,,99,PASS_ADVENTURE,10236,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,105,1,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10190,10210,1,,,使用强力的单体攻击对皇宫盾卫保护的主公（主公会以不同的身份出现在战斗中，尝试找出他们）进行集火打击，主公重伤后，皇宫盾卫将会失去原有的超高防御！,VIP_LEVEL_GE,7
10238,第二十八关,,99,PASS_ADVENTURE,10237,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,105,1,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10191,10210,1,,,使用合理的阵型排布对场上的敌人进行快速打击，否则皇宫谋士将会造成高额的伤害！,VIP_LEVEL_GE,7
10239,第二十九关,,3,PASS_ADVENTURE,10238,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10192,12210,1,,,拓跋瑾拥有强大的冰系伤害和限制能力！,VIP_LEVEL_GE,7
10240,第三十关,,,PASS_ADVENTURE,10239,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500960,,,,
10241,第一关,,99,LEVEL_GE,100,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,229,1,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10193,10011,1,,,使用强力的单体攻击对皇宫盾卫保护的主公（主公会以不同的身份出现在战斗中，尝试找出他们）进行集火打击，主公重伤后，皇宫盾卫将会失去原有的超高防御！,VIP_LEVEL_GE,7
10242,第二关,,99,PASS_ADVENTURE,10241,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,229,1,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10194,10011,1,,,使用强力的单体攻击对皇宫盾卫保护的主公（主公会以不同的身份出现在战斗中，尝试找出他们）进行集火打击，主公重伤后，皇宫盾卫将会失去原有的超高防御！\n使用合理的阵型排布对场上的敌人进行快速打击，否则皇宫谋士将会造成高额的伤害！,VIP_LEVEL_GE,7
10243,第三关,,99,PASS_ADVENTURE,10242,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,229,1,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10195,10011,1,,,使用合理的阵型排布对场上的敌人进行快速打击，否则皇宫谋士将会造成高额的伤害！,VIP_LEVEL_GE,7
10244,第四关,,3,PASS_ADVENTURE,10243,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10196,10011,1,,,谁说女子不如男，拓跋迪拥有强力的百分比输出能力！,VIP_LEVEL_GE,7
10245,第五关,,,PASS_ADVENTURE,10244,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501110,,,,
10246,第六关,,99,PASS_ADVENTURE,10245,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,103,1,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10197,10011,1,,,使用强力的单体攻击对皇宫盾卫保护的主公（主公会以不同的身份出现在战斗中，尝试找出他们）进行集火打击，主公重伤后，皇宫盾卫将会失去原有的超高防御！,VIP_LEVEL_GE,7
10247,第七关,,99,PASS_ADVENTURE,10246,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,103,1,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10198,10011,1,,,使用合理的阵型排布对场上的敌人进行快速打击，否则皇宫谋士将会造成高额的伤害！,VIP_LEVEL_GE,7
10248,第八关,,99,PASS_ADVENTURE,10247,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,103,1,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10199,10011,1,,,使用强力的单体攻击对皇宫盾卫保护的主公（主公会以不同的身份出现在战斗中，尝试找出他们）进行集火打击，主公重伤后，皇宫盾卫将会失去原有的超高防御！\n使用合理的阵型排布对场上的敌人进行快速打击，否则皇宫谋士将会造成高额的伤害！,VIP_LEVEL_GE,7
10249,第九关,,3,PASS_ADVENTURE,10248,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10200,12011,1,,,随时注意拓跋知的血量，他的血量高低，将直接影响他的治疗能力或输出能力！,VIP_LEVEL_GE,7
10250,第十关,,,PASS_ADVENTURE,10249,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501120,,,,
10251,第十一关,,99,PASS_ADVENTURE,10250,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,229,1,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10201,10111,1,,,使用强力的单体攻击对皇宫盾卫保护的主公（主公会以不同的身份出现在战斗中，尝试找出他们）进行集火打击，主公重伤后，皇宫盾卫将会失去原有的超高防御！,VIP_LEVEL_GE,7
10252,第十二关,,99,PASS_ADVENTURE,10251,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,229,1,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10202,10111,1,,,使用强力的单体攻击对皇宫盾卫保护的主公（主公会以不同的身份出现在战斗中，尝试找出他们）进行集火打击，主公重伤后，皇宫盾卫将会失去原有的超高防御！\n使用合理的阵型排布对场上的敌人进行快速打击，否则皇宫谋士将会造成高额的伤害！,VIP_LEVEL_GE,7
10253,第十三关,,99,PASS_ADVENTURE,10252,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,229,1,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10203,10111,1,,,使用强力的单体攻击对皇宫盾卫保护的主公（主公会以不同的身份出现在战斗中，尝试找出他们）进行集火打击，主公重伤后，皇宫盾卫将会失去原有的超高防御！,VIP_LEVEL_GE,7
10254,第十四关,,3,PASS_ADVENTURE,10253,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10204,11111,1,,,拓跋翰拥有超高的防御能力和回血能力！,VIP_LEVEL_GE,7
10255,第十五关,,,PASS_ADVENTURE,10254,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501130,,,,
10256,第十六关,,99,PASS_ADVENTURE,10255,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,103,1,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10205,10111,1,,,使用强力的单体攻击对皇宫盾卫保护的主公（主公会以不同的身份出现在战斗中，尝试找出他们）进行集火打击，主公重伤后，皇宫盾卫将会失去原有的超高防御！\n使用合理的阵型排布对场上的敌人进行快速打击，否则皇宫谋士将会造成高额的伤害！,VIP_LEVEL_GE,7
10257,第十七关,,99,PASS_ADVENTURE,10256,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,103,1,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10206,10111,1,,,使用强力的单体攻击对皇宫盾卫保护的主公（主公会以不同的身份出现在战斗中，尝试找出他们）进行集火打击，主公重伤后，皇宫盾卫将会失去原有的超高防御！,VIP_LEVEL_GE,7
10258,第十八关,,99,PASS_ADVENTURE,10257,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,103,1,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10207,10111,1,,,使用合理的阵型排布对场上的敌人进行快速打击，否则皇宫谋士将会造成高额的伤害！,VIP_LEVEL_GE,7
10259,第十九关,,3,PASS_ADVENTURE,10258,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10208,12111,1,,,拓跋浚拥有强大的群体输出能力！,VIP_LEVEL_GE,7
10260,第二十关,,,PASS_ADVENTURE,10259,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501140,,,,
10261,第二十一关,,99,PASS_ADVENTURE,10260,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,229,1,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10209,10211,1,,,使用强力的单体攻击对皇宫盾卫保护的主公（主公会以不同的身份出现在战斗中，尝试找出他们）进行集火打击，主公重伤后，皇宫盾卫将会失去原有的超高防御！\n使用合理的阵型排布对场上的敌人进行快速打击，否则皇宫谋士将会造成高额的伤害！,VIP_LEVEL_GE,7
10262,第二十二关,,99,PASS_ADVENTURE,10261,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,229,1,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10210,10211,1,,,使用强力的单体攻击对皇宫盾卫保护的主公（主公会以不同的身份出现在战斗中，尝试找出他们）进行集火打击，主公重伤后，皇宫盾卫将会失去原有的超高防御！,VIP_LEVEL_GE,7
10263,第二十三关,,99,PASS_ADVENTURE,10262,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,229,1,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10211,10211,1,,,使用合理的阵型排布对场上的敌人进行快速打击，否则皇宫谋士将会造成高额的伤害！,VIP_LEVEL_GE,7
10264,第二十四关,,3,PASS_ADVENTURE,10263,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10212,11211,1,,,拓跋瑾拥有强大的冰系伤害和限制能力！,VIP_LEVEL_GE,7
10265,第二十五关,,,PASS_ADVENTURE,10264,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501150,,,,
10266,第二十六关,,99,PASS_ADVENTURE,10265,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,103,1,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10213,10211,1,,,使用强力的单体攻击对皇宫盾卫保护的主公（主公会以不同的身份出现在战斗中，尝试找出他们）进行集火打击，主公重伤后，皇宫盾卫将会失去原有的超高防御！,VIP_LEVEL_GE,7
10267,第二十七关,,99,PASS_ADVENTURE,10266,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,103,1,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10214,10211,1,,,使用合理的阵型排布对场上的敌人进行快速打击，否则皇宫谋士将会造成高额的伤害！,VIP_LEVEL_GE,7
10268,第二十八关,,99,PASS_ADVENTURE,10267,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,103,1,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10215,10211,1,,,使用强力的单体攻击对皇宫盾卫保护的主公（主公会以不同的身份出现在战斗中，尝试找出他们）进行集火打击，主公重伤后，皇宫盾卫将会失去原有的超高防御！,VIP_LEVEL_GE,7
10269,第二十九关,,3,PASS_ADVENTURE,10268,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10216,12211,1,,,拓跋余拥有强大的真实伤害！,VIP_LEVEL_GE,7
10270,第三十关,,,PASS_ADVENTURE,10269,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501160,,,,
10271,第一关,,99,LEVEL_GE,70,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,201,1,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10217,10005,1,,,使用强力的单体攻击对皇宫盾卫保护的主公（主公会以不同的身份出现在战斗中，尝试找出他们）进行集火打击，主公重伤后，皇宫盾卫将会失去原有的超高防御！,VIP_LEVEL_GE,7
10272,第二关,,99,PASS_ADVENTURE,10271,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,201,1,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10218,10005,1,,,使用合理的阵型排布对场上的敌人进行快速打击，否则皇宫谋士将会造成高额的伤害！,VIP_LEVEL_GE,7
10273,第三关,,99,PASS_ADVENTURE,10272,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,201,1,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10219,10005,1,,,使用强力的单体攻击对皇宫盾卫保护的主公（主公会以不同的身份出现在战斗中，尝试找出他们）进行集火打击，主公重伤后，皇宫盾卫将会失去原有的超高防御！\n使用合理的阵型排布对场上的敌人进行快速打击，否则皇宫谋士将会造成高额的伤害！,VIP_LEVEL_GE,7
10274,第四关,,3,PASS_ADVENTURE,10273,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10220,11005,1,,,随时注意拓跋知的血量，他的血量高低，将直接影响他的治疗能力或输出能力！,VIP_LEVEL_GE,7
10275,第五关,,,PASS_ADVENTURE,10274,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500810,,,,
10276,第六关,,99,PASS_ADVENTURE,10275,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,203,1,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10221,10005,1,,,使用强力的单体攻击对皇宫盾卫保护的主公（主公会以不同的身份出现在战斗中，尝试找出他们）进行集火打击，主公重伤后，皇宫盾卫将会失去原有的超高防御！,VIP_LEVEL_GE,7
10277,第七关,,99,PASS_ADVENTURE,10276,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,203,1,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10222,10005,1,,,使用强力的单体攻击对皇宫盾卫保护的主公（主公会以不同的身份出现在战斗中，尝试找出他们）进行集火打击，主公重伤后，皇宫盾卫将会失去原有的超高防御！\n使用合理的阵型排布对场上的敌人进行快速打击，否则皇宫谋士将会造成高额的伤害！,VIP_LEVEL_GE,7
10278,第八关,,99,PASS_ADVENTURE,10277,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,203,1,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10223,10005,1,,,使用合理的阵型排布对场上的敌人进行快速打击，否则皇宫谋士将会造成高额的伤害！,VIP_LEVEL_GE,7
10279,第九关,,3,PASS_ADVENTURE,10278,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10224,12005,1,,,谁说女子不如男，拓跋迪拥有强力的百分比输出能力！,VIP_LEVEL_GE,7
